Categorie;Email
Basisinformatie;Dit gaat over de ordehandhaving op het gebied van fietsbeheer. Ik woon in de Frans Halsstraat. Een overvolle, drukke, nauwe en vol geparkeerde straat. Overal staan fietsenWat wilt u dat de gemeente gaat doen naar aanleiding van uw klacht:
Openbare Ruimte;Op 1 december heb ik mijn fiets achtergelaten in de fietssnstalling bij Amsterdam Centraal. Omdat mijn fiets daar al vaker weggehaald was deed ik dat de laatste tijd niet meer, maar voor het gemak deze ene keer maar wel. Ik wist deze keer dus dat ik hem in het rek moest zetten en niet ernaast, dus dat heb ik ook gedaan, dat weet ik zeker. Echter toen ik de volgende de dag terug kwam, was mijn fiets alweer weg.  Daarna ben ik op vakantie gegaan, met de gedachte dat mijn fiets in elk geval veilig op het depot stond, maar nu blijkt dat ze hier maar zes weken fietsen laten staan. De grond van mijn klacht is voornamelijk dat ik mijn fiets ergens neer zet waar ik vertrouw dat hij niet gejat zal worden, en vervolgens wordt hij meegenomen door de politie, terwijl ik niks verkeerd heb gedaan. Hij hing zelfs nog aan een gloednieuw slot, dus ik weet niet wat daar mee is gebeurt.Ik wil dat de gemeente stopt met fietsen jatten uit een bewaakte fietsenstalling.
Basisinformatie;vraag over de veiligheid van Golden Bear hotel. bij aankomst hebben we besloten er niet te slapen en hebben we wel de kamer moeten betalen. we hebben die dag 6 uren in de trein gezeten, onze voorstelling in het de la mar theater gemist, omdat we anders niet thuis konden komen.<br />lekker weekend amsterdam!!!het hotel controleren op 'brand'veiligheid. met stijle tappen en geen fatsoenlijke vlucht wegen zet ik daar grote vraagtekens bij.<br />we mochten in de snikhete kelder slapen. alternatief drie stijle smalle trapjes op. dat kan mijn moeder niet meer.<br />en als er dan brand uit breekt zit je als ratten in de val. al helemaal omdat er snachts geen personeel aanwezig is voor evt. calamiteiten.
Parkeren;Het betreft een brief van het DWI, d.d. 26 maart 2015, 20258421 <wbr />/ vr 1634719, van mevrouw Alken m.b.t. herziening en terugvordering uitkering. Ik wil graag dat zij het bedrag wat heden niet wordt uitbetaald, te weten het vakantiegeld, gebruikt voor verrekening. Dit is echter een mogelijkheid, welke zij niet oppert. Ik wil graag verhuizen. De verhuizing is noodzakelijk. Nu dat ik kan lijkt het DWI spelbreker te worden. Kunt u voor mij bemiddelen, zodat ik kan verhuizen. De klacht komt voort uit een klacht m.b.t. het wonen in de Kinderdijkstraat op termijn. Dit is voor iemand die sociaal huurt niet makkelijk doordat er clans wonen, waar je toevallig bij moet horen. Als je op je privacy gesteld bent dan heb je geen privacy meer, enz.<br />Ik wil graag dat het bedrag wat momenteel wacht voor de vakantie verrekend wordt door mevrouw Alken.
Openbare Ruimte;Werkwijze verkeersregelaars bij Ziggo Dome t.a.v. Bus met gehandicapten, en minder validen. Deel van mailwisseling:<br />Los van ons advies om uw klacht naar de gemeente door te sturen, zullen wij de door u beschreven situatie ook zelf onder de aandacht van de gemeente brengen. Wij zijn van mening dat deze situatie voorkomen had kunnen worden. De Ziggo Dome streeft ernaar al haar bezoekers een onvergetelijk avondje uit te bezorgen. Daar hoort wat ons betreft ook het gemak van het bereiken en verlaten van de Ziggo Dome bij en als u hiervoor hulp vraag aan een verkeersregelaar, vinden wij dat u op een servicegerichte wijze geholpen dient te worden.  Deze klacht zullen wij dan ook in het overleg met Gemeente Amsterdam ter sprake brengen.<br />Vriendelijke groet,<br />ZIGGO DOME<br />Marieke Servies <br />Overleg plegen met Ziggo Dome t.a.v.uitstap beleid voor mensen met handicap <wbr />/ slecht er been, bij evenementen bij het Ziggo Dome
Openbare Ruimte;Enorm gedreun en keiharde muziek vanaf festival Digital op NDSM werf, binnenshuis in de JORDAAN, op enkele KILOMETERS afstand allesbepalend.<br />In mijn eigen woning, op de Silodam, waar ik ben weggebleven omdat dit festival plaatsvind, is het waarschijnlijk, en uit ervaring van eerdere festivals, nu niet te harden. Ik vind het belachelijk dat de gemeente Amsterdam dit toestaat. Ik vind niet dat je mensen uit hun huis mag verdrijven, het is een enorme inbreuk op woongenot, en afbraak van welbevinden.<br />Hoe kan je burengerucht bestraffen, als je voor dit soort excessen een vergunning verleend?<br />Ik heb bij eerdere festivals telefonisch ook al geklaagd, maar ik zou de datum daarvan niet meer weten. Als enige reactie heb ik toen gehoord dat het binnen de gestelde norm viel, en dat veel mensen er van genieten. Later is er nog wel een algemene brief gekomen waarin werd gesteld dat dit soort klachten serieus wordt genomen en dat er rekening mee wordt gehouden. daar merk ik nu HELEMAAL niets van!Dit soort volumes niet toestaan, dit soort festivals niet in een woonwijk houden.
Basisinformatie;Festival in het Westerpark. Enorm geluidsoverlast. Politie gebeld kunnen mij niet verder helpen en geadviseerd een klacht bij de gemeente in te dienen. Gaat tot 5 6uur door in de ochtend is mij verteld. Morgen ook weer. Ik woon hiet al 8 jaar dit nog nooit meegemaakt. Het gaat door mijn hele huis heen. Westergastfrabriek en ik woon in Jordaan!!!!!!!!!!!!stoppen met deze house zo hard te draaien ! Het is toch niet normaal dat deze muziek dat in het Westerpark gedraaid wordt door mijn hele huis te horen is en ik woon er een behoorlijk eind vandaan. Voor wie is dit leuk?
Openbare Ruimte;Mijn reactie op ontvangen brief met kenmerk 196264716, Ik heb mijn plichten voldaan, waarom deze (bedreigende) brief? Zie bijlage.Nader inzien of deze brief terecht is, Ik niet nog een keer een betaling doen terwijl ik mijn plicht al heb gedaan.
Belasting, Werk en Inkomen;Gebruikers van bierfiets die massaal in de openbare ruimte urineren. Exploitant van de bierfiets was borisbus,com van damtours. Op de hoek Lindegracht Lijnbaansgracht wilde meerdere bierfiets gebruikers tegelijk gebruik van de pissoir. Eental van hen kon niet wachten en begonnen toen maar tegen de reclamezuil aan te urineren.Strenger toezien op bierfietsen
Openbare Ruimte;Ik woon in de Pyramides aan de Jan van Galenstraat te Amsterdam. Ik kijk uit op de Hallen. Eerder heeft B&W besloten dat de ingang van de Hallen afgesloten zou worden voor vrachtverkeer. Evenwel rijden dag en nacht nog steeds zwaarderen en lichtere vrachtwagen het terrein van de Hallen op en af. Dit leidt vervuiling, niet alleen qua geluid, maar vooral ook qua milieu<wbr />/lucht. Ik begrijp dat diverse bewoners van het gebouw hiervan last hebben. Zelf merk ik het sterk aan mijn luchtwegen en huid (droogte). Graag jullie onmiddellijke actie en<wbr />/of opheldering. Veel dank daarvoor.Zie hierboven
Openbare Ruimte;Beste, <br />Ik woon sinds 8 jaar met veel plezier aan het rembrandtpark. Dit park heeft heldere regels over het loslopen van honden. Op deze wijze hebben zowel hondenbezitters als niet hondenbezitters plezier van het park. Helaas valt het mij sinds jaren op dat het voor veel mensen niet duidelijk is dat een deel van het park vanaf 1 april een half jaar lang geen losloop gebied is. Ik heb hier vaak mensen op aangesproken en de meeste mensen reageren sympathiek. Een duidelijk bord zou mij een hoop moeite besparen.Duidelijke borden plaatsen die aangeven wat wel en wat niet een losloopgebied is. Nu staat het niet aangegeven.
Basisinformatie;Het aanbieden van grofvuil buiten de vastgestelde tijden.<br />Locatie Knokkestraat 65 <wbr />/ SchaarbeekstraatOm te beginnen het grofvuil voor mijn deur weg halen. En wellicht een stukje handhaving van de regels. Dus diegene er op aanspreken die grofvuil voor mijn voordeur plaatsen. <br />
Parkeren;na melding van overlast door<wbr />/rond cafe Sarphaat bij 14020 (klachtnummer MORA 0377208), waarbij mij gevraagd werd of ik op de hoogt gehouden wilde worden van de afhandeling van de klacht (ja dus) kreeg ik vervolgens de volgende mail:<br />Geachte heer<wbr />/mevrouw,<br /><br />Uw melding over Overlast Bedrijven en Horeca - Overlast terrassen met registratienummer MORA-0377208 is afgehandeld.<br /><br />Wat is gedaan:  Geen informatie beschikbaar<br /><br />Aanvullende informatie:  Geen aanvullende informatie<br /><br />Met vriendelijke groet,<br /><br />Gemeente Amsterdam<br /><br />ik wil graag een behoorlijke inhoudelijke informatie over wat er met deze klacht gaat gebeuren<wbr />/gebeurd is
Openbare Ruimte;ik heb een week geleden telefonisch aangegeven en bevestigd gekregen dat deze ochtend (maandagochtend 13-04) grof vuil opgehaald zou worden bij de keizersgracht 690. Ik heb het grofvuil vanochtend om 07uur buitengezet, tot mijn grote spijt is het nog steeds niet opgehaald. Vriendelijk verzoek om dit zsm alsnog te doen . Bvd Gijs Simonalsnog ophalen grof vuil, staat nog steeds buiten
Openbare Ruimte;Het Siegerpark aan de Sloterweg is een park met kwetsbare planten. Het is daarom verboden voor honden. Sinds enige tijd zie ik echter een man (~40 jaar) dagelijks twee  grote honden daar loslopen. Een licht en een donkere. De man reageert agressief wanneer je daar wat van zegt. Het park is officieel to 1600 uur open maar meestal staat het hek ook 's avonds open.<br />Of hij de enige is weet ik niet. Er liggen nu ook overal hondendrollen in het park.handhaven dat het Siegerpark niet door honden wordt bevuild
Parkeren;Ik maak al bijna een jaar melding van fietsers en auto's op de stoep rondom de Bredeschool de Kinkerbuurt waarvan de eerste tevergeefs. Tot mijn verbazing stond Vanmorgen om 08.20uur de auto van de handhaving een VW Golf met kenteken 7KXZ49 nu zelf bij de hoek Borger-<wbr />/Hildebrandstraat hinderlijk en gevaarlijk op de stoep terwijl er voldoende lege parkeervakken waren. Daarnaast zag ik dat twee handhavers met zwart<wbr />/wit uniform de school kwamen uitlopen en met kinderen praatten terwijl de fietsers vanuit de Borgerstraat en Hildebrandstraat op het blauwe speelveldje of stoep kwamen aanrijden zonder dat zij hieropook werden aangesproken of ge verbaliseerd. Ik eis dat er disciplinare maatregelen worden genomen tegen de twee handhavers gelet op het felt dat zij een voorbeeld functie hebben en hun auto zelf op de stoep parkeren voor een melding fietsers en auto's op de stoep en eerste niet eens aanspreken of verbaliseren. Ik heb foto's van de auto van de handhaving en fietsers op de stoepZie bovenstaande
Basisinformatie;op zaterdag 11 april moest ik een koor en orkest opvangen en vervoeren van CS Amsterdam. Normaal zouden wij deze mensen afhalen op Schiphol ( zij kwamen uit Parijs), Maar de TGV stopte dat weekend niet daar. Met BOVO hadden we afgesproken 5 min parkeren voor de Nicolaaskerk waar bussen staan. We hadden een en ander goed afgestemd zodat als mijn gasten (60) zouden aankomen, de bus daar even zou parkeren. Bus stond er net, ik was onderweg van perron 7 naar de kerk toen de verkeersregelaar de heer Fellinga de chauffeuse sommeerde om te vertrekken. Dit terwijl de bussen van de Keukenhof wel bleven staan. De heer Fellinga zei tegen BOVO chauffeur dat deze ook moesten vertrekken echter toen de BOVO bus - na weer te zijn vertrokken en weer terugkeerde na 15 minuten, deze o.a. Keukenhof bussen er nog steeds stonden. Sterker nog er waren medewerkers van de Keukenhof die enorme bussen lieten keren, het verkeer tegenhielden . M.a.w. wij stonden daar met bijna 60 man, waarvan koor in de regenDe heer Fellinga is niet correct, doet in mijn optiek aan vriendjes politiek waarbij ik niet uitsluit dat hij geld krijgt van de commerciele bedrijven die wel hun bussen mogen parkeren. Dus graag onderzoek en eenduidig beleid.
Openbare Ruimte;Het betreft Amsterdam Noord project Twiske Zuid.<br /><br />Gemaakte afspraken met omwonenden word niet nagekomen.<br />Er zijn afspraken gemaakt over de route's van vrachtverkeer en het tijdig informeren van omwonenden tbv werkzaamheden die impact hebben op de leefomgeving.<br />Voor het vrachtverkeer zou er een eenrichtingsroute gehanteerd worden, dit is nu niet het geval. Bij te verwachten werkzaamheden dat impact heeft op de leefomgeving zouden bewoners geinformeerd worden dmv een bewonersbrief, dit is niet gedaan.Per direct de afwijking op gemaakte afspraken herstellen en blijvend toezien op naleving van afspraken. De bewoners juist en tijdig blijven informeren.
Basisinformatie;Ieder jaar krijg ik een brief van de Gemeente Amsterdam waarin de regels op het water op koningsdag worden uitgelegd. Zo ook dit jaar.<br />Regel 1 is:<br />Versterkte muziek is niet toegestaan. Er wordt opgetreden tegen versterkte muziek op een boot als deze op tien meter afstand hoorbaar is.'<br />In de praktijk wordt deze regel naar mijn idee niet gehandhaafd. (Mocht dit naar uw mening wel zo zijn dan doe ik hierbij een WOB verzoek naar het aantal keer dat er vorig jaar geluidsapparatuur in beslag is genomen). Om aan te tonen dat bijna iedere grote boot een luide geluidsinstallatie aan boord heeft zie een willekeurige video op:<br />https:<wbr />/<wbr />/www.youtube.com<wbr />/watch?v=sGfHCS2pKvE<br /><br />Mijn verzoek is om dit jaar wel te handhaven op de door de Gemeente Amsterdam ingestelde regel!<br />Handhaven van door de Gemeente zelf opgestelde regel. Indien dit niet mogelijk is  vanwege budgettaire belemmeringen stel een boetebedrag in dat de personele kosten compenseert of verwijder de regel! Door de situatie te laten als zij is versterkt de gemeente het gevoel van onbetrouwbaarheid bij de burger.
Openbare Ruimte;Aanhoudende geluidsoverlast afkomstig van een nieuwe kermisattractie op de Dam, genaamd The Tower, 90 meter hoog. Overlast van versterkte herrie van een soort sirene, versterkte aankondigingen en versterkte muziekuitbarstingen in combinatie met onversterkt gejoel van klanten op een kluitje op 90 meter hoog. 's Avonds priemend agressief LED-licht in voortdurend dansende zuurstokkleuren tot bij ons binnen, ongelooflijk.Dat u handhaaft en het geluid van dat ding op de Dam stillegt
Basisinformatie;het is maandagochtend en het grofvuil stond van af gisterenmiddag al op straat ,<br />dat kan niet,dat mag niet ,wij zijn niet in een derde wereld land?het moet wat aan gedaan worden ,dat is het taak van de gemeente niet van mijn?
Openbare Ruimte;Het bewoners van Fred Hendrikplantsoen 104 II heeft een fietswrak in het midden van de stoop en voor my huis geplaats.verwijderen de fietswrak, fiets & bakfiets verwijderen
Basisinformatie;Bij deze dien ik een klacht in over de afhandeling van mijn meldingen MORA-0376642 op 21 april 2015 en MORA-0379163 op 16 april 2015. Ik heb 2 meldingen gemaakt met verzoek handhaven en data en tijdstippen terugkoppelen. Nu staat er in beide mails staat dat er 6x is gewaarschuwd en geen datum en tijdstip is teruggekoppeld. Ik heb al een klacht ingediend over het niet optreden van de handhavers en de eigen auto op de stoep zetten terwijl er voldoende parkeervakken waren en nu ook over de afhandeling waarbij data en tijdstippen ontbreken. Daarnaast dien ik een klacht in dat er al sinds ik meldingen hiervan maak bijna een jaar geleden niet wordt geverbaliseerd en zgn alleen maar wordt gewaarschuwd terwijl er zich hinderlijke en gevaarlijke situaties voordoen door de fietsers die op de stoep fietsen. Voetgangers worden er voor hun sokken gereden of moeten opzij springen door deze verkeer terroristen en bij aanspreken geven ze nog een grote mond of zijn ze. agressiefJa
Openbare Ruimte;De gemeente erkent de fietsenoverlast in de Rustenburgerstraat en is deze week begonnen met het stickeren van wrakken. Er wordt alleen geen blijvende oplossing aangeboden. Er zouden aan de overzijde van de straat best wat fietsenrekken extra kunnen worden geplaatst, desnoods op een aantal autoparkeerplaatsen.<br />Voor het huisnummer 374 kan de mevr. met een rollator niet vanaf de straat naar haar huis, gezien alles geblokkeerd staat met geparkeerde fietsen tussen de rekken.19-4-2015
Parkeren;Op 21<wbr />/4 heb ik om 8u mijn fiets gestald in de daarvoor bestemde fietsenstalling aan de voorzijde van Amsterdam CS (Ibis hotel zijde). Ik heb de fiets geplaatst in een fietsenbeugel en vastgezet met een klein slot en een kettingslot. Deze fiets bleek om 19u niet meer op de plek te staan. Ik heb contact opgenomen met fietsdepot en tot mijn verbazing is mijn fiets daarheen gebracht. Het referentienummer is 2015-52272, groene damesfiets Batavus Holiday.<br />Ik ben het niet eens met de verwijdering en dien bij deze een klacht in. Graag zou ik bewijs ontvangen dat mijn fiets niet juist geparkeerd zou staan. Mocht dit bewijs ontbreken dan ontvang ik graag mijn fiets en de door mij gemaakte kosten door het oneigenlijk verwijderen van mijn fiets.Nee
Openbare Ruimte;Mijnheer had auto geparkeerd met open deur, even naar de bakker gelopen en liep terug naar de auto Er liepen 2 handhavers op hem af, zij gingen in discussie. volgens mijnheer hebben zij mij hem geintimideerd en bedreigd. Politie is er bij gekomen en mijnheer is meegenomen naar het bureau.Nee
Parkeren;Geachte LS,<br />Dinsdag de 24e heb ik melding gedaan dat het grofvuil wederom niet in de schoolmeestertstraat nabij perceel 75 is opgehaald. Het meldingsnummer is: MORA-0385492 dat op heden is er geen enkele actie ondernomen! Tevens is er geen antwoord gekomen waarom er geen grofvuil wordt opgehaald en onze straat structureel wordt overgeslagen. Graag actie! Het grofvuil is nog steeds aanwezig.Ja
Parkeren;Brutale hangjongeren in de straat die met brommers over de stoep rijden. Als een passant daar iets van zegt krijgt hij een grote mond terug en wordt bedreigd. Foto (helaas geen duidelijke, nummerplaat niet leesbaar) van brommer & 3 van de jongens beschikbaar.Nee
Openbare Ruimte;Donderdag 23 april 2015 om 17.44u heb ik een melding gedaan bij Handhaving (tel.nr. 020-2513322) over het hinderlijk geparkeerd staan van een voertuig. Het voertuig stond geparkeerd voor de uitgang van een brandlaantje, gemarkeerd door een kruis, het voertuig stond volledig voor de uitgang. Vanochtend om 6.45u stond het voertuig er nog steeds. Inmiddels is het weg.Per e-mail
Basisinformatie;verkeersveligheid in gevaar: Ceintuurbaanbrug Roelof Hart straat, oversteekplaats parallel aan Hobbemekade. Auto's slaan bij groen licht af naar Roelof Hartstraat en letten onvoldoende op voetgangers voor wie het ook groen is. Voetgangers moeten stoppen voor auto's die rijden snel zonder dat bestuurders beseffen dat voetgangers voorrang hebbenNee
Parkeren;Ik heb een klacht over wildparkeerders bij mij in de woonwijk. Het is namelijk nog 1 van de stukjes in Osdorp waar geen betaald parkeren is. Het gajes van Amsterdam die geen euro kan of wil betalen zorgt in mijn wijk in mij straat in mij zijstraat, voorstraat achterstraat wildparkeerders komen. Helaas doet de politie of een ander hier niets tegen. Er wordt letterlijk overal geparkeerd, brandweer doorgangen en invalide plekken, op de stoep waar oude mensen met hun rollators lopen. Het wordt met de dag erger omdat er geen toezicht is. Er wordt geen boetes uitgedeeld en lijkt wel of het geaccepteerd iets is. Vroeger was het enige probleem dat alle mensen die in winkelcentrum Osdorp werkt bij mij voor de deur kwam parkeren. Nu is het hele winkelend publiek dit aan het doen en sinds kort is een Turks restaurant geopend waardoor het bij mij voor de deur net lijkt op een zaterdag in Beverwijk bazaar. Hier moet gauw een bewonersparkeerzone komen. Parkeren alleen voor bewoners moet ingevoerd!Nee
Openbare Ruimte;Tijdens Koningsnacht moet de versterkte muziek in de openbare ruimte om 01.00 uur afgelopen zijn.  Het is nu 01.30 uur. Muziek gaat onverminderd door.Per e-mail
Basisinformatie;Vandaag is in Amsterdam Oost het Loveland Festival. Ik woon in Diemen en heb de hele dag geluidsoverlast van dit festival. Er is een voortdurende basdreun. Ik hoor deze zowel buiten als binnenshuis, met alle ramen en deuren gesloten. Ik vraag me af of het volume niet ver boven het toegestane maximum niveau ligt. Bovendien heb ik het idee dat in de loop van de dag de volumeknop wijder open wordt gezetNee
Basisinformatie;Er is te weinig handhaving op het Westerdok. Vandaag op Koningsdag is er een feest op het plein voor het Westerdok. Wie heeft hier een vergunning voor afgegeven? De gasten plassen tegen de glaspuien van het tegenoverliggende pand aan. Mannen en vrouwen. Te vies voor woorden is dit, en wie gaat dit schoonmaken? Het Westerdok is een woonwijk.Nee
Openbare Ruimte;Overlast door lawaai met muziek, zo hard, dat de vloer van mijn bovenwoning 3 hoog begon te trillen!!! Meerdere boten gingen aanleggen aan de R.Vinkeleskade waar het verboden is en hebben de volgende dag een enorme rotzooi achter gelaten. De 2 boten liggen nog steeds aangemeerd, wat niet mag ! Het was koningsdag ,dat weet ik maar dit kan niet meer, geeft overlast voor de bewoners die aan de kade wonen! Recentelijk zijn de boten weggehaald,zelfs een zeer goed onderhouden klasse schip, geheel van hout en dan krijg je stalen bakken met veel lawaai en rotzooi achterlatend er voor in de plaats !! Dat kan natuurlijk niet. Het was een soort bedrijf die zag ik op een spandoek die deze boten verhuurde voor evenementen.Dit mag het volgend jaar NIET meer gebeuren!Nee
Openbare Ruimte;overlast van parkerende auto's in onze wijk als gevolg van evenementen op de NDSM-werfNee
Parkeren;handhavers in vuilnisauto handhaving halen en brengen woensdags oude vrouw en bezorgden twee weken geleden bank bij pieter lastmankade 37 en zetten oude bank op verkeerde dag buitenNee
Openbare Ruimte;In Park Frankendael rijdt geregeld een meneer van de handhaving op een motor rond. Onlangs stond mijn hond op tien meter afstand van het veldje war het beest los mag lopen en werd ik door de man van de handhaving aangesproken. Het waren minzame woorden die meneer uitsprak maar de mededeling: 'Als ik u hier vanmiddag opnieuw zie, dan hangt u!', is mij in het verkeerde keelgat geschoten. Nog los van het feit dat de man wel heel weinig flexibel omgaat met wat wel en wat niet het uitlaatgebied van de hond is. Samengevat wil ik dat er maatregelen worden genomen tegen deze man. Ik wens niet bedreigd te worden door handhaving.En de toevoeging het is 'gewoon Nederlands' kan meneer voortaan in privekring bezigen.Nee
Parkeren;Enorm veel geluidsoverlast studentenfeest in de straat (openbare ruimte) zonder toestemming op koningsdag van 14:00u - 01:30u in de Tweede Marnixdwarsstraat. Naast de geluidsoverlast werd er massaal in de gracht geplast in de gracht door de feestgangers.Nee
Openbare Ruimte;Tegen een verkeersregelaar: Stationsplein, stond op een vak bestemd voor tourbussen. Meneer zat wel fout maar wilde het probleem uitleggen, maar de collega ging meneer na doen omdat meneer stotterd en later zij ze ik wil dat u nu weg rijd want ik wil niet meer met u praten. Zij had de instelling ik heb gelijk, jij niet dus jij moet doen wat ik zeg. Ze bedrijgde eerst met een bekeuring van €90.- en als je nu niet weg gaat dan haal ik toezicht er bij om de auto weg te slepen en datn wordt het €490.- Nog voor de deuidelijk heid het gaat echt om een verkeersregelaar!Nee
Openbare Ruimte;Betreft Nieuwe Amstelstraat 111.<br />Commentaar was tot 23 April 2015 gevestigd een slijterij sacelicious. Dit bedrijf heeft zich bij de kamer van koophandel uitgeschreven van dit adres op 23 April 2015. Er is een andere huurder ingekomen zonder naam op gevel ( de oude naam staat er nog gedeeltelijk). Ik heb bij vergunning ( mevrouw fidon) nagevraagd of er een nieuwe slijtersvergunning was aangezien er nu andere sterke drank verkocht word. Volgens mevrouw Fidon was dat niet het geval er is enkel een oudere vergunning op de naam sacelicious. Er staat een autotootje geparkeerd met hetzelfde drank als in de etalage met een internet adres www.mgspirits.eu. Deze staan bij de KVK ingeschreven op hekelveld 4 huis 1012 SN Amsterdam, als de firma united MGSpirits beneluxe LTD. Er is echter geen slijtersvergunning voor deze firma op het adres nieuwe amstelstraat 111 dus de slijter is illegaal gelieve op te treden.<br /><br />Nee
Openbare Ruimte;Onderstaande mail heb ik op 18 april gestuurd, maar ik heb nog niets vernomen.<br /><br />Geachte heer Klijn,<br /> <br />Op 11 februari bent u bij ons in de Wolvenstraat 19 langs geweest, vanwege onderstaande klacht.<br />U zegde toe, om nog contact met ons op te nemen, over de bevindingen van het lawaai van de airco's .<br /> <br />Naar ik heb begrepen zou u bij het pand  Keizersgracht 313 langsgaan, om te informeren waar de airco's voor dienen en of deze constant aan moeten staan, of dat ze 's nachts en indien mogelijk in de weekends als er niemand in het pand is uit kunnen. <br /> <br />We constateren dat de airco's de ene keer 's nachts wel aan staan en de andere nacht niet. En nu op zaterdag de 18e staan ze ook uit.<br /> <br />Indien het inderdaad niet noodzakelijk is dat de airco's 'nachts aan moeten staan en men vergeet ze uit te zetten ,kunnen wij dan eventueel zelf contact opnemen met iemand die het pand beheert of hier over gaat?<br /> <br />Frans Niezen<br />Wolvenstraat 19<br />1016EN Amsterdam42037
Basisinformatie;Betreft parkeren zonder ontheffingsvergunning Leerdamhof Blok L. Hier is ook een zaak voor geopend ZK15001852. Op het moment van dit schrijven staan er 4 auto's zonder de ontheffingsvergunning. Tevens wil ik erop wijzen dat er wagens zijn die wel een ontheffingsvergunning hebben maar deze niet gebruiken in combinatie met de verplichte zgn blauwe parkeerkaarten. Gevolg: langer parkeren dan de toegestane 60 minuten.Ja
Basisinformatie;Tijdens het uitlaten van de hond liepen er 3 ruiters te paard voor mij uit. Wij moeten altijd rekening houden met deze ruiters want rekening houden met anderen doen zij echt niet. Even later passeer je dan ook een grote berg paardenpoep. Best krom aangezien je als hondenbezitter belasting betaald, het kleine poepje van de hond moet opruimen terwijl er voor de ruiters kennelijk geen opruimplicht bestaat. Er wordt met de paarden kriskras door het recreatie gebied gereden, niet over de ruiterpaden die er speciaal voor zijn aangelegd, nee dwars door het natuurgebied zonder enig respect voor dit gebied. Even later zag ik voor mij een van de ruiters vallen, de paarden liepen vlak langs de boompjes en een van de paarden was met zijn poot in de band blijven hangen die de boom met de ernaast gelegen paaltjes verbind. Dit geeft aan hoe dicht er langs de boompjes gelopen wordt! Heel zielig voor het paard en ik hoop serieus dat het beest zijn achterpoot niet heeft gebroken.Nee
Basisinformatie;Ik ben berijder van een elektrische voertuig en ik ben sterk afhankelijk van de beschikbare elektrische oplaadpunten. Tegenwoordig wordt het lastiger om een vrije oplaadpunt te vinden, vanwege het asocialere gedrag van niet-elektrische voertuigen die worden geparkeerd op de elektrische oplaadpunten. Hierdoor ben ik onnodig langer onderweg om een geschikte vrije oplaadpunt te vinden.Nee
Openbare Ruimte;In de Anna Bijnsstraat worden er door willekeurige auto's onjuist geparkeerd op de uitritten van de bewoners van de Anna Bijnsstraat. Hierdoor zijn de auto's van de bewoners van de Anna Bijnsstraat ingeparkeerd. Volgens de klant zijn de meeste onjuist geparkeerde auto's afkomstig van de huurflat tegenover de straat. De klant (bewoner van Anna Bijnsstraat) moet hierdoor vaak wachten totdat de onjuist geparkeerde auto's zijn vertrokken voordat zij in- of uit kan rijden. Dit leidt vaak tot overhitte discussies tussen bewoners en autobestuurders.Ja
Openbare Ruimte;al meer dan anderhalf jaar loopt een klacht via Handhaving over het bedrijf Sushi gevestigd op de Overtoom 466.<br />Talloze keren heb ik zowel telefonische meldingen gedaan als per emailPer e-mail
Belasting, Werk en Inkomen;mijn straat staat dagelijks geblokeerd door lossende vrachtwagens. Hiervoor heb ik eerst gebeld met 14020 , die door het doorverwijzen naar parkeerbeheer stadsdeel zuid vonden dat mijn problem dossier gesloten kon worden. Nu bel ik regelmatig met 020 2521799 , meld dat de straat weer vast staat. Daar registreerd men schijnbaar niets, want roepr elke keer ' wacht, ik pak even een papiertje' en zal dan iemand er naar toe sturen. Deze mensen komen dan aan als het probleem weer weg is.<br /><br />1. Het is een bekend probleem <br />2. Er wordt geen oplossing geboden<br />3. Hoewel in het algemeen een bekend probleem, wordt er niet systimatisch geregistreerd bij de betreffende afdeling hoeveel meldingen er binnen komen.<br />4. juist tussen 07:30 en 08:00 als men op weg moet naar hun arbeid loopt het vast.Nee
Basisinformatie;Ik heb in navolging van klacht 2015-0394467 heb ik nog een additionele klacht. De ambtenaar van Handhaving die zich op zaterdagavond schuldig heeft gemaakt aan mishandeling, heeft tevens mijn tas doorzocht en hierbij mijn tas beschadigd. Hij ging er erg ruw mee om en de tas is hierdoor praktisch onbruikbaar geworden.Nee
Openbare Ruimte;In klacht 2015-0394467 heb ik melding gemaakt van mishandeling door een medewerker van Handhaving. Ik wil ook een klacht indienen tegen de collega die erbij stond. Nadat ik was geduwd en met mijn hoofd tegen de grond was gekomen heeft deze medewerker mij voor 'clown' uitgemaakt. Ik heb dit als uitermate beledigend ervaren. Verder had deze medewerker mij moeten helpen i.p.v. uitschelden en zijn collega op zijn onacceptabele gedrag moeten aanspreken.Nee
