Categorie;Email
Openbare Ruimte;Herstel tuinmuur Sumatrakade 551 :Gemeente heeft enkele jaren geleden zonder onze toestemming een doorgang gecreeerd naar ons terrein Nadat we geconfronteerd waren met dit voldongen feit is er afgesproken dat de gemeente de oude situatie zal herstellen zodra de doorgang niet meer nodig is voor de betreffende bewoner. Reeds enige tijd geleden is de betreffende bewoner overleden.<br />We verlangen dat de gemeente nu -   conform de afspraak-  de oude situatie hersteld, dat wil zeggen het hek verwijdert en de muur herstelt . Dit moet gebeuren op een esthetisch verantwoorde wijze, dat wil zeggen door gebruik van passende materialen. De betreffende stenen zijn op veel plaatsen op het eiland gebruikt en het is aan de gemeente om de leverancier te achterhalen, dan wel op een andere manier er voor te zorgen dat er een passende steen wordt gevonden of geproduceerd. Tot nu toe neemt de gemeente onze eis niet serieus en zet zich niet in om het juiste materiaal te vinden. Zij heeft slechtsHet adequuat oplossen van dit probleem. , zorg voor dragen dat er wordt gehandeld in plaats van ' de opdracht' doorspelen of terugkaatsen naar ons<br /> 'de gedupeerden'.
Openbare Ruimte;Beller heeft vraag aan de afdeling openbare ruimte en zou willen overleggen over de ondoorzichtigheid van de terugkoppeling op een MORA. Er is weinig inzichtelijkheid en het vervolg van een melding. Ook bij 14020 is de inhoud van de melding en de precieze afhandeling niet duidelijk. Er moet steeds worden gebeld naar het stadsdeel. Ook de berichtgeving richting burger is erg beperkt over e-mail en SMS. Vaak geeft een terugkoppeling niet weer wat er is gedaan of de status.Een inzichtelijker beleid en uitgebreidere terugkoppeling naar de burger toe
Belasting, Werk en Inkomen;Onjuiste toepassing van de regels en misbruik van bevoegdheden.<br />.<br />Ten onrechte aangenomen door ambtenaar dat een rijbewijs in Nederland werd verstrekt.<br />Tevens is ten onrechte aangenomen dat zelfde foto is gebruikt bij verstrekking reisdocument in 2010. Ik had dezelfde kleren aan. Die kleren draag ik nog steeds.<br />Verder heb ik de foto van het vorige document, de aangeboden foto en de foto van het nieuwe paspoort laten zien aan een beambte. Deze kon niet vaststellen welke de meest recente was. Willekeur dus door uw ambtenaar.<br />Bovendien heeft L.Akgure onrechtmatig gebruik gemaakt van informatie in de basisadministratie.<br />Er wordt gerefereerd aan Paspoortuitvoeringsregeling. Daarvan ontvang ik graag een afschrift. Eerdere klachten blijven gehandhaafd (2015-0338826, 0338799, 0332776, 0352393). De ambtenaar gebruikte onjuiste en incorrecte argumenten.Restitutie van onterecht gemaakte kosten ad €5,00. Aanpassing procedure aanvang geldigheid reisdocument. Dat dit niet kan is onjuist en incorrect. Afschaffen van verplichte winkelnering pasfoto's. (ambtenaar verwees immers niet naar de fotograaf, maar naar in de hal geplaatste hok). Voorkomen dat ambtenaar op eigen houtje gebruik maakt van informatiesystemen die niet relevant waren voor de klacht. Handhaven juiste procedure en toezien daarop. Mijn bevindingen zullen worden gepresenteerd aan de gemeentelijke ombudsman.
Openbare Ruimte;Op de Esplanade de Meer (tussen #187 en 189), zijn werkzaamheden in de grond. Daarvoor heeft het hele weekend een pomp staan draaien, ook 's nachts.<br />1. ik vraag me af hoe lang dat (die overlast 's nachts) nog gaat duren? <br />2. waarom zijn de bewoners niet geinformeerd?<br />3. de werklieden leggen hun materiaal in het pas aangelegde jonge groen! Zouden ze het jonge groen niet wat kunnen ontzien?<br />Antwoord geven en actie ondernemen op de 3 hierboven (bij omschreven klacht) genoemde punten.
Openbare Ruimte;Aanvulling op Klachtnummer 20150369802:<br />Los van dat men gehandicaptenparkeerplaats van mevrouw niet ziet: Er naast is een smalle strook , waar mensen toch gaan parkeren. Op die smalle strook moet het onmogelijk worden gemaakt om te parkeren (bijv. door plaatsen paaltje). Die auto's blokkeren auto van mevrouw.Paaltje plaatsen, waardoor het onmogelijk wordt op de plaats naast mevrouws parkeerplaats te parkeren.
Belasting, Werk en Inkomen;Meneer wilt een klacht indienen mbt de grof vuil auto die tegen het verkeer in de straat is in gereden. Er stapte een persoon uit die liep de straat in en hield het verkeer tegen zodat de auto de straat achteruit in kon rijden. Meneer vraagt of dit de normale gang van zaken is want zij hebben zich toch ook aan de regels te houdenDe mensen aanspreekt op hun gedrag
Openbare Ruimte;Bij project Smaragd staat een verkeersregelaar. Hij let helemaal niet op, staat niks te doen, speelt voornamelijk met zijn mobiel. <br />Hierdoor is een ongeluk gebeurt. Meneer heeft een visuele handicap, heeft ook een speciale stok. Hij is gestruikeld en behoorlijk hard gevallen. Heeft hierdoor veel pijn aan zijn arm, kan deze ook niet goed strekken. Verkeersregelaar zag het wel maar lachte er hard om. Bood geen hulp.Compenseren van schade en verkeersregelaar ontslaan en capabele verkeersregelaar neerzetten. Tevens op die hoek gaan kijken. Er is nu een onveilige situatie ontstaan door de afzetting voor alle voetgangers en in het bijzonder voor mensen met handicap en oude mensen.
Openbare Ruimte;Toen ik met mijn hond liep was er iemand palen in de grond aan het slaan. 12-12-2012 is er een losloopgebied voor honden van dit gebied gemaakt op initiatief van mijzelf en Eva Joosten van de Dierenbescherming, maar de mevrouw die bezig was gaf aan dat zij 600 meter dijk tot haar beschikking heeft. Ze gebruikt steeds 200 meter en er is inmiddels al veel draad gespannen. Hierdoor verdwijnt het leeuwendeel van het losloopgebied en melder heeft ook uitgezocht of er een vergunning is aangevraagd bij het stadsdeel (dijk is eigendom van gemeente). Dit is niet het geval en er is ook geen melding bij Waternet gemaakt. De bedoeling is dat hier paarden en schapen komen te staan met schrikdraad erom heen, dit is ook gevaarlijk voor honden vanwege hun ontwormingsmiddelen en de vraag is of de dijk eronder lijdt vanwege dit afpalen en het stuklopen door de schapen. <br /><br />Nee
Parkeren;Er is veel geluidshinder in onze woning, Sumatrakade 1513. In ons huis is de hele middag en avond veel gebonk en getril  van versterkte muziek.27-4-2015
Basisinformatie;Ik probeer al sinds 22 maart in conatact te komen met de persoon die mij verder kan helpen met het huren van een gymzaal voor het kunnen beoefenen van de batmintonsport. Op 22 maart heb ik daartoe een eerste email gestuurd waarop ik geen reactie ontving. Op 11 april nogmaals een mail gestuurd, wederom geen reactie. <br />Daarna heb ik gebeld naar stadsdeel op 16 april. Ik heb toen een <br />voicemail ingesproken van de kennelijke beheerder. Wederom geen reactie. <br />21 april heb ik een tweed gestuurd naar het stadsdeel, geen reactie, maar er werd mij wel gevraagd om mijn telefonnnr.<br />Op 22 april nogmaals getweed, waarna ik door ene<br />meneer van schaik gebeld werd die zei dat de heer A. Dunguir de <br />gymlokalaen eric salamonstraat en ook de Eva Besnyostraat beheerd. <br />Ik heb tot op heden echter nog helemaal niets vernomen. Ik heb ook begrepen dat de heer Dunguir op vakantie is op dit moment. <br />Ik vind het uiterst teleurstellend dat het een en ander zo zonder enige reactie verloopt.Per e-mail
Openbare Ruimte;Inzake MORA-0384487. Klant dient een klacht in omdat hij niet tevreden is met het antwoord dat er maar 2x per jaar wordt gemaaid. Het is nu 80 cm hoog en klant vindt dat geen gezicht.Nee
Openbare Ruimte;1. Er zijn te weinig fiestenstallingsplekken<wbr />/rekken op de Vrolikstraat beschikbaar.<br /><br />2. Er is te weinig ruimte in de afvalcontainers op de Vrolikstraat. <br /><br />Beide ontstaan naar het intrekken van de nieuwe bewoners van de (vernieuwbouw) appartementen ter hoogte van nr. 240-270Nee
Basisinformatie;Op de locatie Newtonstraat op nr 101 is een nachtcafe gevestigd dat de Nachtkroeg heet. Dit cafe is overdag en in de avond gesloten tot 0.00. Op de rolluiken is graffiti gespoten door anderen.<br />Dit is dusdanig gedaan dat er in de hele straat een ongure sfeer onstaat. De graffiti zit uitsluitend op het cafe. de eigenaresse wil niets aan de indruk die het maakt doen.  In de Newtonstraat zijn veel verbouwingen gedaan o.a. op nr 99. Er is daar 2 mnd geleden een bouwinspecteur geweest die ook melding zou doen van de graffiti omdat het zo erg was. Beller heeft hier verder geen notie meer van vernomen en wil graag weten of dit gemeld isNee
Openbare Ruimte;Het is 22 mei, het Oosterpark is gesloten en er wordt al een week niet aan gewerkt. Aan de slag beste mensen!Achternaam:
Openbare Ruimte;Het perkje op het Barcelonaplein is gisteren grondig onder handen genomen door, naar ik vermoed, uw plantsoen dienst. De vreugde dat er eindelijk iets gebeurde was kortstondid...aangezien er nu een soort dor maanlandschap is ontstaan. Misschiend dat wielerliefhebbers zo'n mont ventoux voor hun deur leuk vinden, ik vind er niks aan.Nee
Parkeren;Meneer liep op de stoep, vervolgens moest meneer van de stoep af omdat hij een paal moest ontwijken. (paal was beschadigd).<br />paal stond op een rare plek.<br />Doordat meneer moest uitwijken liep hij opgegeven op het fietspad (voorzichtig). Op dat moment kwamen er 3 mannen van de gemeente op meneer af lopen. (het is niet zeker of deze mannen van de gemeente zijn of dat het een extern bedrijf is. De mannen waren niet zo netjes. meneer werd onjuist bejegend! Meneer vroeg de naam van 1 van deze mannen en dat wilde zij niet geven. <br />1 van de mannen gaf later aan dat hij inderdaad van een extern bedrijf is, en wees op dat moment naar een stoeptegel waar een vreemde naam opstond (waarschijnlijk van het bedrijf).<br />meneer is vervolgens een gebouw binnen gelopen, om verhaal te halen wie deze mannen waren en of iemand wist voor welk bedrijf deze mannen werken. De receptionist van de philip tower gaf aan dat het waarschijnlijk wel mannen van de gemeente zijn.<br />Geen voorkeur
Belasting, Werk en Inkomen;Aan de C. van Eesterenlaan bij het gebouw Geloof, Hoop liefde is in plaats van een bovenrondse container opnieuw een ondergrondse container voor plastic afval geplaatst. Deze blijkt regelmatig niet te werken. Mensen gooien dan alsnog plastic bij het gewone afval. Verzoeke de oude bovengrondse container terug te plaatsen.  Een (extra) bovengrondse container bij de Chinees Havenstad (Borneolaan 515) zou ook een enorme verbetering zijn. De ondergrondse containers hebben teveel problemen, dat geldt ook voor de ondergrondse container bij Albert Heijn - winkelcentrum Brazilie. Ook daar zie ik regelmatig mensen plastic aval in de gewone containers gooien.Nee
Openbare Ruimte;Dhr klaagt al maanden over de afvalcontainer op het Iepenplein. Nu is de maat vol. dhr is ook bestuurslid van blok O21. Ontvangt zelfde klachten van buren uit dit blok. bovengronds glasbak ipv ondergronds, dit levert teveel geluidsoverlast op. Graag weer ondergrondse glasbakken installeren.<br />plasticbak deuren zonder rubbers ook dit levert geluidsoverlast op en is gevaarlijk voor kinderen (ze kneuzen met regelmaat hun vingers).<br />3 ondergrondse vuilcontainer ipv 2 ondergrondse. Waarom is dat veranderd, want dit leek niet noodzakelijk. Op za. (tussen 7:00-8:00) medew van stadsreiniging die ondergrondse containers leegt. Slaat de cotainers kapot met de hefarm en beschadigt de straat en de stoepranden. Bij het legen op za-ochtend veroorzaakt het personeel een hels kabaal waar de hele buurt van wakker wordt.<br />Over deze medewerker ook klachten van de Weesperzijde en de Pinkersterbloemschool. Plasticcontainer hoek 2e oosterparkstr iepenplein belemmert vaak zicht van overstekende voetganger<br /><br />Ja
Parkeren;Het Flevoparkbad is dicht a.s. weekend. Waarom? Omdat het verhuurd aan een studentenvereniging is (waterpolotoernooi). Het zwembad is voor ons allemaal. Ik ben een trouw lid van het zwembad en zwem elke dag. Dit weekend wordt het warm en wil de jeugd uit Amsterdam-Oost gaan zwemmen. Ze zullen allemaal voor een dicht hek staan (ik ook). Ik vind dat onfatsoenlijk.Nee
Openbare Ruimte;Aanname: de gemeente wordt door de inwoners betaald om voor hen een prettige gemeente te creeren.<br /><br />In dit licht is het vanzelfsprekend dat een mooi park (i.e. het Oosterpark) toegankelijk is voor de inwoners. Indien dit park een renovatie behoeft, is het dus logisch dit voor de lente<wbr />/zomer af te ronden. De gemeente heeft dan ook in folders en op de website aangekondigd dat de huidige renovatie van het Oosterpark tot juni 2015 zou duren, en het park inmiddels dus al weer een week open zou moeten zijn. Helaas is dit niet het geval.<br /><br />Mijn klacht is derhalve:<br />1: Het gesloten houden van het Oosterpark na de afgesproken einddatum van de renovatie.<br />2: Het volstrekt niet informeren van de inwoners over dit uitstel, en tegelijkertijd het gebrek aan excuses aan de inwoners.<br /><br />Bent u dienstbaar voor de inwoners die uw inkomen betalen, of gebruikt u onze centen voor uw eigen leuke plannetjes?Per e-mail
Belasting, Werk en Inkomen;De gelijktijdige afsluiting van de Spaklerweg en de H.J.E. Wenckebachweg is erg hinderlijk. Doordat er in Overamstel toch al weinig wegen in Noord-Zuid-richting lopen is er nu een enorme omweg vereist om vanaf Amstelstation naar de Wenckebachweg te komen. Zou u de volgende keer werkzaamheden aan naast elkaar liggende straten kunnen verdelen over verschillende tijdvakken? Ik vind het ook vervelend dat de bewoners niet zijn voorgelicht over de wegwerkzaamheden aan de Spaklerweg terwijl dit voor de bewoners van de H.J.E. Wenckebachweg, zeker gezien de werkzaamheden aan de Wenckebachweg zelf heel belangrijk was.Nee
Openbare Ruimte;Gisteren heeft er weer een aanrijding plaatsgevonden tussen een scooter en een auto, tevens levert het kruispunt vaak gevaarlijke situaties op aangezien auto's vaak bijna aanrijdingen hebben met fietsers en voetgangers, doorgaand verkeer heeft voorrang op het fietspad en het voetpad maar dat hebben automobilisten vaak niet door.Hoeveel meer gewonden en straks wellicht doden moeten er vallen voordat dit gevaarlijke kruispunt wordt aangepakt?<br />Er zijn zelfs geen haaientanden op de weg en wellicht moeten de verkeerslichten worden aangepast of een waarschuwingslicht dat het rechtdoorgaand verkeer (fietsers en voetgangers) voorrang heeft.
Belasting, Werk en Inkomen;Vuilnis op straat. Enorme hoeveelheden zwerfafval rond de Ookmeerweg. Plastic afval veroorzaakt grote milieuschade, komt in water terecht. Niet meer op te ruimen.Plaats de vuilnisbakken terug. Ik ben vrijwilliger bij dierenopvangcentrum Amsterdam aan de Ookmeerweg. Loop bij het uitlaten vd honden plastic troep te verzamelen en weg te gooien. De lust vergaat me nu, want er is bijna geen mogelijkheid meer dit te deponeren.!!!!!aub gemeente doe wat aan dit milieuprobleem!!!
Openbare Ruimte;Op de Rijtuigenhof ter hoogte van nummer 36 wordt de straat open gegooid. Dit is nutteloos en kost een hoop geld. Graag onderzoeken waarom dit gebeurd en voorkomen in de toekomst.Goed nadenken over wat er met het geld gebeurd
Basisinformatie;2 weken geleden hebben er herbestratingswerkzaamheden plaatsgevonden op de 2e kostverlorenkade ten hoogte van nummer 153 II. Na de herbestrating is er echter veel zand blijven liggen dat niet meer is opgeruimd. Hierdoor zit alles onder het zand en oogt de hele straat opeens armoedig.graag zand opruimen.
Openbare Ruimte;Op zondag 22 maart heeft het zoontje van 9 jaar een zak met papier per ongeluk naast de vuilcontair aan de Kijkduinstraat gezet. Op die dag is er een handhaver langsgeweest en is vrij agressief tegen de bewoners van Kijkduinstraat 88<wbr />/3 geweest. Hij is uitgevaren tegen metvrouw waar het zoontje van 9 jaar bij aanwezig is geweest. De ouders beseffen dat zij verantwoordelijk zijn voor het handelen van hun minderjarige zoon maar de toon waarop het gesprek werk gevoerd maar meer dan onprettig. Mevrouw werd om haar ID gevraag maar zij bezit een Spaans paspoort. De handhaver vrioeg op agressieve toon waarom zij ein Spaans paspoort heeft en eiste haar BSN nummer. Ze heeft uiteraard alle medewerkeing gegeven maar voelt zich niet alleen te agressief benaard maar ook gediscrimineerd op haar afkomst. Het zoontje heeft diverse malen sorry gezegd nmaar de handhaver was onverbiddelijk. Hij bleef volhouden... de boete komt binnen 6 weken.Mevrouw zou graag willen dat de verbalisant op zijn gedrag wordt aangesproken. Zij is bereid daar bij aanwezig te zijn om de verbalisant op zijn gedrag te wijzen.<br />Ten tweede zou mevrouw graag willen de de opgelegde boete gezien het voorgevallene wordt vernietigd.
Parkeren;Vanaf 05:00 uur in de ochtend het opnieuw betegelen van de stoep aan de Ten Katestraat, met al het kabaal dat daarmee gepaard gaat.Stoppen met het toestaan van het zo vroeg beginnen van personeel. Het excuus dat er daar markt is, hoef ik echt niet te horen. Er zijn heus andere manieren om dit in te plannen, waarbij er ook gedacht wordt aan de belangen van de bewoners van de Ten Katestraat.
Basisinformatie;Beller is niet tevreden over afhandeling MOR melding door stadsdeel( MOR melding MORA-0352231) , beller vindt ook dat hij onbeleefd en incorrect te woord is gestaan door een medewerker van de afdeling grofvuil.Beller wil graag de door de medewerker beloofde email alsnog ontvangen ( terwijl het email adres is doorgenomen met beller) en dat de medewerker op zijn gedrag wordt aangesproken.
Openbare Ruimte;Excessive noise all day long coming from Westerpark<br />http:<wbr />/<wbr />/www.westergasfabriek.nl<wbr />/whats-on<wbr />/agendaI would like the Gemeente to forbid concerts with such excessive noise in residential districts, or forbid noise that is so loud it can travel to residential districts. I am already dealing with a guy living below me that kept me up all night with his excessive noise.<br />This has just created the Easter from Hell !
Openbare Ruimte;Allowing the 'Awakenings' concert to sound sirens of the National security alarm LOUDER than the monthly test sirens at 5:20am.<br />Waking up the whole of Amsterdam West at 5:20am is NOT serving the public. <br />Especially the most vulnerable of the community.<br />Elderly. Single parents. To be honest after this weekend I feel as frail as an 80 year old. Except I still have to take care of a highly energetic 2 year old!
Openbare Ruimte;Vuilniscontainers raken constant vol, er zitten steeds zakken klem, waardoor de containers klem komen te zitten terwijl ze niet vol zijn. Vandaag waren de containers om 12 uur geleegd, en om drie uur lagen er zakken voor omdat de sluis naar de container is geblokkeerd.<br />Dit gebeurt drie keer per week. Ook al vaak meldingen van gemaakt. <br />Er staan verderop in de straat ( Hoek Constantijn Huigenstraat ) containers die dit probleem niet hebben, omdat de klep ervan breder is.<br />Na het opruimen liggen er nog restanten, die worden echter niet opgeruimd. Dus het is altijd een rommel.Dat de gemeente iets aan deze bakken doet. Dat deze bakken worden vervangen. Met dus bredere kiepsluizen. Of een oplossing wordt gevonden.
Belasting, Werk en Inkomen;De gehele Admiralengracht heeft een hele mooie opknapbeurt gekregen maar wordt nu bevuilt door 'sloop' boten die over de gracht zijn verspreid. <br />Wij ondervinden overlast van de eigenaren<wbr />/bewoners van de 'sloop' boot die tegenover nummer 84 op de Admiralengracht ligt.<br />Deze boot wordt gebruikt als hangplek<wbr />/woon accomodatie. Bij goed weer verstoren deze hang personen (groep van +<wbr />/- 10 personen + honden) bijna de gehele dag de openbare orde door overmatig drank gebruik en het opeisen van de zitbankjes aan de gracht.Dat deze boot (voor huisnummer 84) weg wordt gehaald. Hiermee lossen we 3 problemen op. <br />1) De overlast van deze groep mensen<br />2) Illegaal bewonen van een boot<br />3) De gracht niet vervuilen met 'sloop' boten.
Basisinformatie;Bewoner van de Clerqstraat had ongeveer 2 weken geleden een klacht ingediend betreft het plaatsen van een parkeerautomaat voor het pand naast een boom. Hij woont op 1 hoog en voor zijn raam ziet hij de parkeerautomaat. Hij stond eerst aan de overkant van de straat, bewoner geeft aan dat hij er last van heeft. Hij heeft bericht ontvangen van Cition dat de opdracht is uitgevoerd vanuit het stadsdeel. Graag wil hij weten wie en waarom er niet is overlegd. Hij wil dat de parkeerautomaat verplaatst word.Parkeerautomaat verplaatsen, niet voor de woningen. Terug naar de overkant.
Belasting, Werk en Inkomen;Constant last van zwervers, krakers en ander tuig in de speeltuin aan de Willem de Zwijgerlaan. Ze hebben allerlei matrassen en ander vuilnis bij zich en overnachten steeds in het tunneltje in de SpeeltuinOpruimen, toezicht houden, boetes uitdelen alles wat kan voorkomen dat de kinderen geen last ondervinden van deze smeerlappen
Basisinformatie;structureel probleem en meneer heeft veel meldingen gemaakt al. is het nu echt zat, want wil dat SD een goede oplossing bedenkt vor dit probleem in de buurt. Meneer woont in de Van Boetselaarstraat bij nr. 4E. Om de hoek bij de F. Scholtenstraat 89 is een container. Hier staat altijd grof vuil op verkeerde dagen. Daarnaast ook vuilniszakken. Kinderen en volwassenen graaien daar ook nog eens in. Kortom troep en vies. Heel storend. Moet steeds meldingen maken, maar er wordt niet iets bedacht om dit probleem op te lossen.oplossing bedenken voor dit probleem en zorgen dat er op deze hoek een extar container komt zodat meer afval in de week daar gedumpt kan worden
Basisinformatie;The traffic lights and crosing situated at the corner<wbr />/crossing of Haarlemmerweg & Van Limburgstirum straat, is now, after renovations, even more dangerous than it was before the road work which was recently done there at that crossing.  It is very unclear where the fietsers crossing from Westerpark onto Van Limburgstirumstraat should enter onto Van Limburgstirum, and we have to go across the bike lane on Haarlemmerweg, which also gets a green light to go forward, very soon after our green light, while we are still trying to get across that lane.  The corner there has already been the scene of two tragic accidents, even before the road was changed, and now, this crossing is even more dangerous than it was before the road work<wbr />/change.  Please, I urge de Gemeente Amsterdam to fix this very busy crossing, and make it safer, rather than more dangerous than it already was - PleasePlease contact me by telephone or e mail, and please come and survey this crossing and see for ourselves.  Thank you!
Basisinformatie;Het niet adequaat opvolgen van veranderingen inzake afvalcontainers. In de admiraal de Ruijterweg zijn aan de even kant afvalcontainers weggehaald vanwege de veiligheid. Dat betekent dat de afvalcontainers aan de onevenzijde minimaal dubbel zo vaal gebruikt worden. Ze zitten vaak vol, klemmen dan zorgen voor geluids en stankoverlast doordat zakken er naast worden gezet. Zie recent MORA melding 0381944 en  381070. Verder is er aan de overkant onlangs op de plek waar de bakken hebben gestaan wat werk in uitvoering geweest, en nu is een soort van permanente grofvuilplaats geworden. Werkelijk onacceptabel, vies en gevaarlijk voor het fietspad daarnaast. Er i, zoals zo vaak, weer eens op korte termijn gedacht en niet aan de lange termijn od de impact in deze opkomende buurtDe frequentie van leeghalen van de bakken op de onevenzijde verhogen, zo niet verdubbelen teneinde de oude status terug te krijgen. De oude plaatsen in te richten op een mooie manier als alleen fietsenstalling en niet part time grofvuil, want dat veroorzaakt overlast en gevaar. En het is tegen de beleidslijn om voor je huis het grofvuil neer te leggen.
Parkeren;Sinds januari zijn inmiddels 15 kranen in de Roemer Visscherstraat geweest. Momenteel staat er weer een kraan in de straat. Volgens de kraanhouder is er een vergunning afgegeven dus mogen ze er staan. Er zijn parkeervakken gereserveerd maar ze staan midden op de straat. <br />Auto's die wel op plekken staan waar geen vakken gereserveerd waren kunnen er niet uit en fietsers kunnen ook de straat niet door. De stoep staat vol met bouwmaterialen etc. Gemeente is ervan op de hoogte dat de straat geblokkeerd is maar de bewoners zijn niet op de hoogte gebracht en kunnen niet meer leefbaar wonen.Excuses aanbieden en voortaan beter opletten met afgifte van vergunningen en met de frequentie van afgifte
Openbare Ruimte;Ik heb netjes mijn grofvuil op maandag avond laat buitengezet. Volgende dag is het blijven staan. Melding gemaakt MORA-0385999. Het is nog niet afgehaald!<br />Nee
Openbare Ruimte;Meneer belt om de huisvuilzakken die niet meegenomen worden bij het legen van de huisvuilcontainer. De container is gisteravond geleegd, maar de huisvuilzakken zijn niet meegenomen. Dit gebeurt wel vaker waardoor meneer een klacht wil indienen.Nee
Belasting, Werk en Inkomen;Er is een botenaanlegaanvraag aan de Gerard Borstkade, aanvraagnummer 896128Nee
Basisinformatie;Meneer heeft gisteren een melding gemaakt openbare ruimte. MORA-0396581. Met dat de containers vol zitten en een paar vuilniszakken bovenop. De vuilnisdienst heeft de containers wel geleegd en de vuilniszakken bij meneer voor de deur gezet.Nee
Belasting, Werk en Inkomen;Een kartonnen doos werd geplaatst naast de papierbak, handhaving belde om 8.39 per mobiel nummer, een persoon die stelde dat hij voor de gemeente werkte, en dat ze deze kartonnen doos, buiten had gezet, handhaver stelde dat haar naam en telefoonnummer op de doos stond. Beller stelt dat dat waarschijnlijk niet zo was. Ze let er normaal op. <br />Mensenstelden zich voor als van de gemeente, dat de doos buiten stond, en dat er een boete voor worden uitgeschreven. <br />Ze vroegen om volle naam en geboortedatum, zodat ze een boete konden zenden. Dit weigerde ze. Men stelde dat ze oncooperatief was. Als ze hem niet wilde geloven dan kon de ambtenaar naar haar huis komen en voor de voordeur de discussie voortzetten. <br />Ze stelde dat ze niet thuis was, en werd toen gevraagd wanneer ze dan wel thuis was. Ze gaf een onwaar excuus om dit te vermijden. Ze stelde dat ze zich onveilig voelde, en dat hij de boete naar haar huis moest sturen. Hij stelde dat de procedure was om naar haar huis te komen.Telefonisch
Openbare Ruimte;Tegenover meneer zijn huis wordt een kiosk gebouwd. Men heeft bezwaar ingediend. Wordt naast zich neergelegd. Volgens de bestemming mag het een winkel zijn met broodjes verkoop. Mara nu komt er een pizzaria in. Weer contact en toen is gezegd dat dit mag. Vervolgens is er gezegd dat meneer een zienswijze kan indienen. Continu antwoord dat het wel kan.Nee
Parkeren;Ik zou graag willen weten waarom er meerdere parkeerontheffing zijn verleend op de zelfde dag. Dit in een straat waar het parkeren al problemen oplevert. We hebben het over ruim 16 parkeervakken. Daarbij worden er in de omgeving verschillende werkzaamheden uitgevoerd en is er op verschillende plekken in de krommertbuurt ontheffingen verleend in dezelfde periode. Er zijn meerdere meldingen gemaakt dat auto's daar dubbel geparkeerd staan. Dit is niet zomaar. Maar om vergunningen te VERLENEN ipv AF TE WIJZEN in de zelfde periode wordt niet gedacht. Het had beperkt kunnen blijven. Handhaving is ook langs gereden en hebben alsnog boetes uitgedeeld. Ik vind dit zeer onterecht. Tevens hebben de 'ontheffers' een bakwagen gebruikt die uitgeklapt werd op een parkeervak wat niet onder de ontheffing viel en daardoor weer een parkeervak minder. Nu zou ik graag willen weten wat de reden is dat de vergunningen zijn verleend en wat voor onderzoek er plaats heeft gevonden?Nee
Openbare Ruimte;Tering scooters op het fietspad van de overtoom. Zojuist als fietser (weer) omver gereden (letterlijk) door een asociale agressieve scooter berijder. Op het lange rechte fietspad scheuren scooters langs terwijl deze luie medelanders denken dat fietspad enkel voor scooters is. Na een heftige woordenwisseling is de belachelijk domme en agressieve scooterrijder er vandoor gegaan.Nee
Parkeren;Vandaag is de fiets van de buurvrouw weggeknipt. Deze is weggehaald terwijl mevrouw aangaf dat de buurvrouw op vakantie is. Het is een mooie fiets en geen wrak of lekker banden. Het is aangegeven bij de mensen die hem wegzaagde een paar keer en ook aangegeven dat zij aangifte gaat doen. Ze wilden niet meewerken en sneden hem weg omdat het volgens de regels isNee
Openbare Ruimte;Als ik een TVM aanvraag en de straat afsluit voor een paar uur. moet ik sindskort de borden laten plaatsen door de gemeente. in het verleden hoefde dit niet, en moesten wij dit zelf doen. Waarom worden deze zaken altijd opgelegd en niet gecomminiceerd behoudens de REKENING. tevens kan ik op internet nergens de verplichting vinden ook niet in de algemene voorwaarden.Nee
Openbare Ruimte;Na de renovatie van de oude tramremisie aan het Bellamyplein in Oud-West, en de komst van een parkeergarage en een hotel, zorgen het airconditioning systeem van zowel de garage als het hotel met name 's nachts bij mij in mijn woning aan de Bellamydwarsstraat 13 3h voor geluidsoverlast, en is ver op de achtergrond permanent een diep gonzend, pompend geluid te horen dat als een ander geluid klinkt, van bijvoorbeeld een voorbijrijdende auto, ook nog eens gaat resoneren en interfereren. Reden dat ik er wel last van heb en andere bewoners misschien niet of nauwelijks, is dat ik op de derde etage woon en dat mijn woning ook nog eens deel uitmaakt van een complex dat op een dijkje staat, zodat het geluid met de wind over de daken gemakkelijk tegen mijn voor- en achtergevel weerkaatst.Nee
Basisinformatie;meneer heeft meerdere meldingen gemaakt over dode bomen. Deze zijn niet gekapt, ipv daarvan zijn de gezonde bomen gekapt. Van te voren werd een kruis op gezet. Ze hebben de Meidoorns zijn omgezaagd ipv de Prunusen. Maar op de verkeerde bomen. Meneer heeft daarover ook gebeld, alleen is er geen gehoor aan gegeven.In de toekomst, niet meer zulke fouten maken en alsnog de dode bomen vervangen.
Parkeren;Beller wil aangifte doen van geboorte van zijn zoon. Dit staat op de website vermeld als zijnde dat dit kan tijdens de inloopspreekuren van het stadsdeel bij de afdeling burgerzaken. Aangezien dit bij stadsdeel Zuid op donderdag tot 20.00 is, gaat beller ervan uit dat dit tot deze tijd kan. Echter hij wordt weggestuurd met de mededeling dat aangifte geboorte tot 16.00 op inloop en anders op afspraak kan.<br />Dit staat niet specifiek vermeld bij de donderdag voor stadsdeel Zuid. Hierdoor wordt de aangifte bemoeilijkt.Duidelijk zijn in de informatie en dit aanpassen op de site.<br />Excuus van het stadsdeel. <br />Betere communicatie naar buiten toe voor het publiek
