Categorie;Inhoud 1;Inhoud 3
Openbare Ruimte;paaltje zijn weg gehaald. waardoor er opm stoep wordt geparkeerd en belemmert de voetgangers. auto en vrachtwagens, bussen komen op de stoep laden en lossen.  ze staan meer dan 2 a 3 uuren.;Paaltjes terug plaatsen. Veilig maken dat voetgangers om  daar kunnen lopen, met hun kinderwagen en rollators en dat er bordjes komen met verboden parkeren en laden en lossen.
Openbare Ruimte;De straatverlichting blijft continu aan staan en hier heeft burger al meerdere malen een melding over gemaakt.;Dat de lichten niet onnodig aanstaan.
Openbare Ruimte;Zwerfvuil wat niet opgeruimd wordt na div. MORA-meldingen. Er is hierover ook regelmatig contact geweest met de wijkbeheerder Hr. Veldwachter. Hij negeert het probleem. Hij vindt dat de bewoners de mensen die het zwerfvuil achterlaten zelf moeten aanspreken.;Dat de MORA-meldingen serieus genomen worden, er regelmatig schoongemaakt wordt.
Openbare Ruimte;De schoonmaakdienst (openbare ruimte) maakt de containers schoon met een bepaald schoonmaak middel wat een enorme chemische lucht afgeeft. Hier door zijn de brandweer al 3 keer langs gekomen. Het heeft geen effect op de luchtwegen.;Een ander schoonmaakmiddel gebruiken voor de ondergrondse containers.
Openbare Ruimte;afgelopen week is het fietsenrek voor mijn huis weggehaald.  hier is nu een laden en lossen plek voor vrachtauto's van gemaakt. het gaat om de kinkerstraat ter hoogte van huisnummer 204. met alle winkels, de ten kate markt en woonruimten is dit deel van de kinkerstraat een ontzettend drukke plek voor fietsen dus ik kan mijn fiets niet meer vlakbij huis kwijt wat ik erg vervelend vind. komt er een extra parkeerruimte voor fietsen en worden lang geparkeerde fietsen weer eens opgeruimd zodat er meer ruimte vrijkomt? <br />;extra fietsenrekken plaatsen
Openbare Ruimte;vuilniswagen reed door rood licht.<br />Auto reed richting Haarlemmermeerstraat. kwam vanaf Surinameplein.  Melder had groen verkeerslicht , werd op gevaarlijke manier gesneden door vuilnisauto.  <br />Melder heeft bestuurder aangesproken bij volgende stoplicht, kreeg op zwaar onbeschofte toon antwoord.;Bestuurder aanspreken, eventueel schorsen ? Heeft gevaarlijke situatie veroorzaakt !  Door rood rijden met een zware auto is onverantwoord.
Openbare Ruimte;Geachte heer, mevrouw, <br /><br />15 februari heb ik een melding gedaan dat er nauwelijks geparkeerd kon worden in mijn vergunningsgebied. Ik heb duidelijk een vraag gesteld over wat de plannen zijn om de situatie nu, 1 maand later te gaan voorkomen in de toekomst (Parkeergarage Van Beuningenplein is vol, en de hele Staatsliedenbuurt staat dubbelgeparkeerd).<br /><br />Vriendelijke groet,<br />;- Een reactie geven wat het beleid wordt voor komend jaar<br />- hoe ik als burger ben geholpen met een stijging van mijn lasten en daar tegenover minder service krijg,<br />- en bij wie ik een eventuele boete kan claimen omdat ik noodgedwongen fout moet
Openbare Ruimte;De mannen van de groenvoorziening zijn bezig met de perkjes .<br />Er loopt een mevrouw met een hondje langs en de mannen beginnen uit het niets te nschreeuwen en te schelden naar deze mevrouw. Tegen mevrouw riepen ze ik schop de hond dood en ze deden een keelbewegingen naar mevrouw.<br />ze voelt zich erg bedreigd.<br />;De mannen hier op aanspreken en zorgen dat dit soort mensen niet meer dit soort werk doet.<br />6 mannen aan het werk.
Openbare Ruimte;Vandaag was het bijna zo ver! Bijna een kind onder een auto. Op het Iwan Kantemanplein ging de School uit en kwam bijna een kind onder een auto ,die geparkeerd stond op het schoolplein, die achteruit reed. Dat is niet de eerste keer, er gebeuren veel bijna ongelukken. Ik heb al meer geklaagd over het feit dat het schoolplein vol staat met foutparkeerders en dat dat ongelukken gaat opleveren. Als dat gebeurt zal ik de stadsdeelraad aansprakelijk stellen want Parkeerbeheer doet hier helemaal niets aan. Ik zie ze wel eens in een autootje langsrijden maar nooit op tijden dat de school in of uit gaat. Ook fiets iedereen op het schoolplein of rijdt met de brommer. Het is een zooitje. Er wordt totaal niet gehandhaafd en geen handhaving betekent dat iedereen maar doet wat ie wil en binnenkort ongelukken. Er is wel een K&R plek gemaakt maar die wordt door de bewoners gewoon als extra plekken beschouwd.;Handhaven en dat elke dag weer. De gemeente kan hier wat geld ophalen. Maar het gaat vooral om ongelukken te voorkomen.
Openbare Ruimte;In de Mercatorstraat hebben mensen van de reiniging hun veegwagen geparkeerd sinds 11.30 uur ze werken niet, hebben geen pauze en staan nu allemaal mensen uit te lachen en een beetje te roken. Het veegwagentje heeft als nummer WE 0384.;Deze mensen hierop aanspreken, ze moeten gewoon hun werk doen.
Openbare Ruimte;De melding openbare ruimte MORA-0237530 heb ik onlangs gedaan omdat er (heel vaak) grofvuil ligt op verkeerde tijdstippen en plekken. Het grofvuil ligt er meer dan 48uur later nog steeds. Dat terwijl er in de Gibraltarbuurt een team actief is waar ook gemeente en politie in deelneemt, die als speerpunt heeft het oplossen van het afval probleem in deze buurt.<br />Nu vraag ik me af waarom er na een melding niet direct actie wordt ondernomen. Als dat nl wel gedaan werd zouden meer buurtbewoners meldingen (blijven) doen.<br />Daarnaast vraag ik me nog af of deze meldingen uberhaupt worden doorgestuurd naar ons wijkteam.<br />;Duidelijker communiceren wat er wordt gedaan maar deze meldingen zodat je weeet dat je de melding niet voor niets doet en dat je dus serieus wordt genomen wanneer je een klacht indient. <br />De klachten doorspelen naar het buurtteam. En als je zo een melding vaker doet, het buurtteam contact laten opnemen met de melder om te kijken of er meer overlast is. (Pro actief)
Openbare Ruimte;De heer G. van der Helm (heeft mij, M.M.C. van der Helm, gemachtigd om voor hem deze claim af te wikkelen, machtiging) is op donderdag 16 oktober 2014 omstreeks 17:00 uur hard ten val gekomen op het parkeerterrein van het nabijgelegen station Sloterdijk. Meneer van der Helm was onderweg naar zijn geparkeerde auto en is hard ten val gekomen over een hele rij tegels die omhoog staken vanuit het parkeervak. Het gaat om 7 witte tegels (markering van een parkeervak) (ik heb foto's van client gekregen ter ondersteuning van de claim). Meneer Van der Helm is zodanig ten val gekomen dat beide knieen en handen ernstig bebloed waren, zijn handen open lagen en een gedeelte van zijn gezicht in aanraking is gekomen met de weg waardoor bloed en schrammen zijn ontstaan. Buiten deze immateriele schade zijn zijn kostuum en schoenen onherstelbaar beschadigd en zijn lederen aktetas is met krassen beschadigd. Zowel de immateriele als de materiele schade verhaal ik op de gemeente Amsterdam.;Overgaan tot het vergoeden van de schade (en herstellen van het wegdek)
Openbare Ruimte;De klacht heeft betrekking op het feit dat meneer pas op 17 februari een afspraak kan maken voor het inzien van het bouwarchief en dit niet binnen een redelijke termijn kan gebeuren. Het betreft een spoedtaxatie (ivm met de aankoop van een woning) en toch kan meneer pas op 17 februari a.s. terecht.;Ervoor zorgen dat er voor spoedtaxaties eerder een afspraak kan worden gemaakt en meneer eerder terecht kan.
Openbare Ruimte;Er staan verschillende kledingcontainers in  het stadsdeel, vele van humana. Schijnt dat er wel kapotte kleding in mag, maar dit is niet geheel duidelijk, ook niet ten opzichte van gemeentelijke bakken voor textiel. Waar moeten knipselresten bijv. naar toe?<br /><br />Tevens is er een zeer beperkt aantal plasticbakken in de Rivierenbuurt, grofweg tussen de Rijnstraat en de Waalstraat.;Actief oppakken
Openbare Ruimte;Op de A.J. Ernststraat voor huisnrs. 257-283 staat al weken een fiets aan de lantaarnpaal geparkeerd (terwijl er een fietsrek is voor 20 fietsen). Door deze fiets is het bijna niet mogelijk om uit de auto te stappen.;Deze fiets verwijderen indien mogelijk (zware ketting!)
Openbare Ruimte;Meneer belt, geeft aan dat het veelvuldig voorkomt dat de veegdienst<wbr />/stadsreiniging bij hem in de straat niet werkt zoals zij waarschijnlijk zouden moeten werken. Meneer geeft aan dat het vaak voorkomt dat er veel vuil bij hem in de straat ligt en dit wordt niet ten alle tijde geheel en op correcte wijze meegenomen. Het komt vaak voor dat wanneer er vuil ligt wat opgehaald moet worden en de medewerkers komen langs dat zij niet alles meenemen. Ook geeft meneer aan dat zij vaak met elkaar 'aan het spelen' zijn ipv werken en ook heel vaak gewoon een half uur met elkaar praten en<wbr />/of een sigaret roken en daarna nog steeds niet op correcte wijze hun werk verder oppakken en afhandelen. Meneer wilt hier een klacht over indienen en wenst contact met het hoofd van de afdeling.;Meneer wenst graag contact met het hoofd van de afdeling om dit gedrag van de medewerkers te bespreken en hoopt dat dit uiteraard drastisch veranderd en dat zij het werk doen zoals zij horen te doen.
Openbare Ruimte;ik heb U een brief geschreven maar waar kan ik die naar mailen?<br />het betreft afdeling vergunningen straatverkoopo;reageren om mij te vertellen waar ik een brief naartoe kan maile<br />n    naar s.engelsing@kpnplanet.nl
Openbare Ruimte;Mijn dochter heeft een dubbele nationaliteit. Haar Nederlandse paspoort is verlopen. In de huidige procedure moeten beide ouders, die beiden het ouderlijk gezag voeren, toestemming geven. In deze situatie betekent dat dat de andere ouder, die niet op hetzelfde adres woont, maar wel in Amsterdam, persoonlijk toestemming moet komen geven bij het betreffende stadsdeel waar het paspoort is aangevraagd. In dit geval Stadsdeel Zuid. Ik vind dit een kwetsbaar onderdeel van de procedure. Als de andere ouder niet wil meewerken heb je het nakijken. <br /><br />Verder werd mondeling aan het loket gezegd dat aan de persoonlijke toestemming  een termijn van 20 dagen verbonden is, anders moet de aanvraag opnieuw. Die informatie kwam ik niet tegen toen ik mij vooraf ging orienteren. De periode waarbinnen de andere ouder persoonlijk toestemming moet verlenen staat niet vermeld in de procedure op de website. Daar staat dat deze afhankelijk is van 'uw situatie'. Maar wie beoordeelt dat?;Allereerst moet duidelijk zijn in de beschrijving van de procedure wat de termijn is voor toestemming van de andere gezaghebbende ouder. Maar mijn voornaamste punt is dat in de procedure een verplichting moet komen voor de andere co-ouder. Bij onwil of obstructie kan de situatie ontstaan dat in dit geval mijn dochter geen Nederlands paspoort of identiteitskaart meer heeft. Daar kan ik vanuit mij positie helemaal niets aan doen. (Behalve naar de rechter gaan, maar dat wil ik niet) Het moge duidelijk zijn dat ik deze situatie als uitermate onwenselijk beschouw.
Openbare Ruimte;Burger is niet blij met de huidige situatie.<br />burger kan geen gebruik maken van het takelapparaat. <br />omdat er kabels van GVB tegen de muur aan zitten. <br />kl moet nu heel veel betalen als hij wil verhuizen, hij moet een liftkar huren.<br />graag even contact met burger voor betere uitleg.;een nieuwe situatie als men moet verhuizen.<br />het takelsysteem.
Openbare Ruimte;Planvorming inrichting loods binnentuin Karel du Jardinstr. nr. 26 (tussen Karel du Jardinstraat, 2e vd Helststraat, Ferdinand Bolstraat en Lutmastraat) als parkeergarage voor 40 voertuigen (te koop aangeboden op Funda bij Karel du Jardinstraat 33). Bestemming als parkeergarage zal veel lokale overlast geven in de vorm van verkeerslawaai, dag en nacht lawaai van afzuiginstallaties op het dak van de loods in de binnentuin en extra luchtvervuiling (met name verhoogde fijn stof gehaltes).<br /><br />In de rondbezorgde brief van het 'KdJ' team zijn helaas geen details betreffende het plan en vergunningaanvraag voor de parkeergarage opgenomen. Ik hoop dat u aan de hand van bovengenoemd adres deze klacht kan duiden, zo niet dan hoor ik het graag en ben ik graag bereid nadere gegevens op te zoeken.;Ingediende klachten van buurtbewoners inventariseren en onderzoeken en nadenken over een alternatieve bestemming voor deze parkeergarage, zie mijn suggestie voor een alternatieve bestemming in bijgevoegde bijlage
Openbare Ruimte;Ik ben tegen het aanleggen van een parkeergarage in de binnentuin van het blok: Karel de Jardinstraat, 2e van der Helststraat en de Lutmastraat ( KdJ 26) , omdat dit de rust in ons blok ernstig zal gaan verstoren en de luchtkwaliteit ernstig zal schaden !!.;Het intrekken van een verleende vergunning !!
Openbare Ruimte;Vergunning verlening parkergarage binnentuin Karel Du Jardin - Lutmastraat - van der Helststraat. Bewoners zijn niet op de hoogte gesteld. Hoogstwaarschijnlijk worden inde loods afzuiginstallaties geplaatst welek veel hinder zal geven in de binnentuin. Overlast s'nachts van toeterende auto's - fijnstof etc. etc.;Geen doorgang <wbr />/ vergunning verlenen plaatsen van parkeergarage
Openbare Ruimte;Men blijkt voornemens een parkeergarage te maken van de loods midden in het blok waar mijn huis aan staat, Lutmastraat 41-II. Hierbij zullen zeer waarschijnlijk afzuiginstallaties op het dak van de loods worden geplaatst, die 24<wbr />/7, 365 dagen per week lawaai zullen maken en uitlaatgassen midden in het blok zullen blazen. Voorts zullen de extra auto's voor overlast zorgen. Voorts zal dit mogelijk voor overlast zorgen in de al smalle en drukke Karel du Jardinstraat.;Stopzetten van de werkzaamheden en het gebruik van de loods als parkeergarage verbieden, indien mogelijk. <br /><br />Als dit niet mogelijk is:<br />1. Uitzoeken of de eigenaar dit mag doen zonder de omwonende mensen te informeren en te betrekken met bindend advies met betrekking tot geluids- en luchtoverlast (uitlaatgassen e.d.)<br />2. Uitzoeken of voor de werkzaamheden zelf vergunningen nodig zijn<br />3. Uitzoeken of deze vergunningen in het bezit zijn van de eigenaar<br />4. Indien er een parkeergarage (of ander bedrijf) in mag worden gemaakt, moet worden gezorgd voor goede geluidsisolatie en moet alle lucht uit de loods gefilterd het gebouw verlaten, maar alleen via de buitenkant van het blok (en dus niet binnen het blok).<br />
Openbare Ruimte;In de binnentuin blok karel du jardin,tweede vd helst, lutmastraat wordt in een oude loods een parkeergarage gebouwd, hiervoor zat er een loodgieter. de bouwmensen zeggen dat het om 40 plekken gaat. Door een andere bewoner is er naar mijn weten, contact met de hr hammouch over geweest.Er wordt in hoog tempo gewerkt om het gebouw in de binnentuin hiervoor gereed te maken. de ingang tot deze binnentuin(garage in aanbouw) is in de karel du jardinstraat 26. Het is een vrij kleine, besloten binnentuin.;Wij willen dat er geen vergunning voor deze garage wordt afgegeven, het is op enkele meter van de tuin en balkondeuren en ook zijn we erg bang voor het lawaai dat de afzuiginstallaties gaan geven.
Openbare Ruimte;In onze binnentuin (lutmastraat, tweede van der helststraat, karel du jardinstraat) staat een gebouw dat sinds kort een nieuwe eigenaar lijkt te hebben. We hebben vernomen dat deze er een parkeergarage van maakt (Parkeerplaatsen worden al te koop aangeboden op Funda bij woningen Karel Du Jardinstraat 33).<br />Van een parkeergarage verwacht ik veel overlast in de vorm van geluid van auto's die in en uitrijden (het is een enorm gehorig en slecht geisoleerd gebouw), uitlaatgassen en met name ook van eventuele afzuiginstallaties. Dit wil ik niet in de anders zo rustige binnentuin.<br />Daarbij heb ik vernomen dat er een nooduitgang komt naar een van de tuinen. Dit lijkt mij ongewenst, omdat er dan ineens toch meer mensen toegang hebben tot onze afgesloten binnentuin.<br />Ten derde maak ik me zorgen over de manier van verbouwen van het pand en de brandveiligheid. Het gebouw is met houten platen dichtgetimmerd en o.a. de dakgoten zijn verwijderd (dit geeft bij regen ook wateroverlast in de tuinen).;Ik heb begrepen dat Dr. Hammouch inmiddels meerdere klachten over dit onderwerp heeft ontvangen. Ik wil me daar graag bij aansluiten en ik hoop dat er goed bekeken wordt of dit allemaal wel volgens vergunningen gebouwd wordt en of het uberhaupt wel mag, een parkeergarage in een geluidsgevoelig, slecht geisoleerd gebouw in een rustige binnentuin.
Openbare Ruimte;Hedenochtend 26-febr. zijn in de sportstraat wederom nieuwe bomen geplant. De naast liggende Simsonstraat mist ook een boom, maar is opnieuw overgeslagen. Wat hebben wij verkeerd gedaan , waarom worden we steeds overgeslagen ???;Een boom planten !!
Openbare Ruimte;medewerker van de gemeente is paaltjes aan het inslaan dat je een bepaalde dag niet mag parkeren. medewerker staat midden op straat geparkeerd met zijn auto. Beller heeft medewerker geadviseerd op een parkeerplek te parkeren. De beller kreeg toen zo'n grote mond dat hij hier erg van geschrokken en ook aangegeven heeft dat hij dit ging melden en toen ging de medewerker schreeuwen.;dat zou de beller niet weten. omgangscursus met burgers?
Openbare Ruimte;De Mirandabad is telefonisch zeer slecht te bereiken.<br />Ik krijg geen medewerker te spreken bij dagelijks bellen gedurende 1 week.<br />Er wordt een bandje afgespeeld waarop staat dat de mailbox vol is en vervolgens wordt de verbinding verbroken<br />Het stadsdeel (via 14020)geeft aan dat ik moet blijven bellen en kan niet aangevenwanneer er een medewerker beschikbaar is aan de telefoon.;zorgen dat de telefoon bemand wordt
Openbare Ruimte;Het verkeer vanuit de Beethovenstraat door de Cliostraat wordt omgeleid. De Cliostraat een smalle straat waar ook een school voor jongeren kinderen is en auto's staan hier aan beiden kanten van de straat geparkeerd. Suggestie van burger: De omleiding moet door de Gerrit van de Veenstraat, dit is een veel bredere straat.;Suggestie van burger: De omleiding moet door de Gerrit van de Veenstraat, dit is een veel bredere en betere straat is.
Openbare Ruimte;beller heeft ook al via 5 MORA melding gedaan en ook 2 keer een klacht ingediend ,maar omdat hij de meldingsnummers niet meer heeft moet hij opnieuw klacht indienen.  Sinds nov.dec 2013 werd in de  2de jacob van campenstraat (93 en 95) een hek<wbr />/poort  geplaatst.  aleen toegankelijk voor bewoners<wbr />/bezoekers.En sinds dit geplaatst is haalt de kaasboer<wbr />/medewerkers  de paaltjes uit de grond waardoor jan en alleman ook op de stoep parkeert. de paaltjes zijn nu ook verdwenen. ook kan men hierdoor zijn huisvuil niet kwijt waardoor het een zooitje wordt in de straat.;liefst situatie opnieuw bekijken of iom bewoner gesprek voeren  hoe het anders kan.
Openbare Ruimte;Zeer druk verkeer in de Cliostraat vanwege werkzaamheden Stadionweg. Leidt tot LEVENSGEVAARLIJKE situaties o.a. kinderen bij de Openluchtschool. Vrachtwagens, personenauto's, scooters en fietsers Echt veel te veel! Afsluiten a.u.b. en omleiden via Gerrit vd Veenstraat is veel logischer. Dat is een brede weg nl.;Het verkeer via een andere route omleiden. per direct.
Openbare Ruimte;Mnr. had afspraak gemaakt voor rijbewijs vernieuwen om 10.45 op 3 maart 2015. Echter kwam hij pas om 11.45 aan de beurt. Mnr. moest ondanks dat hij aangaf een afspraak te hebben een nummer trekken.;Afspraak is afspraak.
Openbare Ruimte;Goedemorgen, <br /><br />Vanochtend werden we weer verschillende keren opgeschrikt door zware trillingen door werkzaamheden van KWS. Vorige week hebben we daar ook opmerkingen over gemaakt en de opzichter zou trillingsmeters plaatsen en er rekening mee te houden. Hij zou instructies geven de werkzaamheden met minder zwaar materieel uit te voeren. <br />Vanochtend zijn we weer gaan vragen bij de opzichter en die zei dat er geen zware werkzaamheden meer zouden plaatsvinden. Nog geen 15 minuten later was het weer raak. Gedurende meer dan een half uur. <br />We zijn gewoon met een kluitje in het riet gestuurd. Het interesseert u niets wat omwonenden er van vinden.  De opzichter zegt dat we met klachten bij KWS moeten zijn. Bij KWS zeggen ze dat we bij het Stadsdeel zuid moeten zijn.  Daarom stel ik u beide aansprakelijk. <br /><br />;Ten eerste stellen we u aansprakelijk voor de eventuele schade die ontstaat door deze enorme schokken in ons huis.<br />Ten tweede moeten de trilmeters worden teruggeplaatst<br />Ten derde vragen
Openbare Ruimte;Mijn fiets, dioe er rima uitziet en die ik veel gebruik is ineens gestickerd met oranje sticker die ik er maar slecht afkrijg. Het is raar dat een degelijke bruikbare fiets wordt gestickerd. En helemaal niet de bedoeling, lijtk mij, dat burgers op kostenw orden gejaagd om stickerverwijderspul aan te moeten schaffen om ze eraf te krijgen.;Dat deze afdelinmg de sticker volledig verwijderd van mijn fiets<br />dat ze niet fietsen die geen gebreken vertonen een sticker geven.
Openbare Ruimte;De SVB heeft gegevens van de gemeente gekregen over de geboorte van mijn kind, Benjamin Alexander Helms. Hij staat bij de SVB geregistreerd onder nummer: 762.194.820.<br />De formulieren zijn echter naar mijn ex-vrouw gestuurd, naar het verkeerde adres dus. Ik sta hier al hele lange tijd niet meer ingeschreven.<br />Een slordige en pijnlijke fout, aangezien onze relatie heel gevoelig ligt. <br />Kunt u mij verklaren hoe dit heeft kunnen gebeuren? <br />Adres van mijn ex vrouw: Staalkade 2-2, 1011 JN<br />Mijn adres: Raphaelstraat 25-2, 1077 PN<br />BSN zoontje: 341715505;Kunt u mij uitleggen hoe dit heeft kunnen gebeuren?<br />Laat u mij weten hoe de gemeente dit gaat oplossen?<br />U stelt de klacht binnen 6 weken af te handelen. Aangezien het om kinderbijslag gaat zou ik een snellere afhandeling van de klacht of in ieder geval de correctie van de fout op prijs stellen.
Openbare Ruimte;Ik dien bij deze een klacht in over het niet naar behoren sluiten van de hekken van het Amstelpark.<br /><br />Deze hekken moeten een half uur na zonsondergang te worden gesloten. Maar de laatste tijd komt het vaker voor dat ik nog om tien uur in de avond de hekken open staan. <br />De dienst die hiervoor zorg moet dragen is Trigion. Ik sprak een medewerker van Trigion erover aan tijdens mijn wandeling door het park en hij zei dat het er inderdaad niet altijd van kwam, door 'werkdruk' om alle hekken op het afgesproken tijdstip te sluiten. <br /><br />Waar krijgen die mensen voor betaald? Om de hekken dan maar niet te sluiten?<br />Het is bekend dat er 's avonds onguur volk in het park komt, onder andere om de dieren lastig te vallen.;Ik denk dat de gemeente zelf wel weet hoe ze moet optreden tegen bedrijven die het werk waar de gemeente ze voor aanneemt niet naar behoren uitvoeren.
Openbare Ruimte;Meneer belt om een klacht in te dienen tegen het stadsdeel, omdat de opgehangen camera's zijn verwijderd door de gemeente. De hangjongeren zijn hierna teruggekomen en vernielen het moestuintje bij het speeltuin en ook de moestuin van meneer. Ook wil meneer een klacht indienen tegen de gemeentereiniging omdat zij afvalzand in de moestuinen hebben gespoten.;Dat er in ieder geval 1 camera opnieuw wordt geplaatst. Meneer wil een afspraak maken met de persoon die hier verantwoordelijk voor is.
Openbare Ruimte;Klacht inzake het organiseren van een muziek performance op de A. Cuyp ter hoogte van Bazar. Het betreft hier een stel oude dakduiven die vals zingen en er heeft geen overleg plaatsgevonden met de bewoners of dit enige overlast zou kunnen veroorzaken op zondag.;Inspraak met buurtgenoten of deze situatie ideaal is. Mijns inziens mogen de bewoners van de A. Cuyp ook genieten van hun rust op de zondag
Openbare Ruimte;Als nette belastingbetalende burger ga ik iedere dag naar mijn werk. Dit doe ik door naar het station te fietsen om vervolgens mijn reis voort te zetten per metro. <br /><br />Mijn fiets zet ik in het fietsenrek en deze blijft 10u per dag hierin staan. Ik vraag mij het volgende af: hoe is het mogelijk dat mijn fiets tot 2x toe door handhaving wordt meegenomen?? Bellen met het fietsdepot heeft niets opgeleverd dan alleen een verwijzing naar u. Heb uw dienst gebeld en deze vertellen niets dan alleen de algemene 'werkwijze' van handhaving.<br /><br />Deze algemene manier van werken zou voor mij moeten betekenen dat ik mijn fiets zorgeloos netjes op het station kan parkeren en mijn fiets op de exacte plek te allen tijde zou moeten aantreffen. Niets minder is echter waar!!<br /><br />;Ik wil mijn kosten voor de metro 4x€3.20 en 2x€10.00 vergoed krijgen. Tevens wil ik een vergoeding voor een nieuwe slot, €40,00 aangezien ik een goed slot had. Voor de tijd die ik hierin heb moeten steken wil ik dat u 8x€15.00 vergoed. €15.00 per uur is wat deze hardwerkende beastingbetaler per uur krijgt. Dit is het tarief waar ik iedere ochtend mijn nest uit moet, zuurverdiend geld dus. U kent verder het verhaal van mensen die in de bijstand zitten, die niets voor hun geld doen en alles maar krijgen, krijgen en nog eens krijgen!
Openbare Ruimte;Meneer geeft aan dat de blaadjesblazers al om 08.15 uur de blaadjes aan het wegblazen zijn. Dit veroorzaakt enorme geluisoverlast. Meneer werkt in de horeca en is dan aan het slapen.;Meneer wilt dat ze later gaan beginnen (liefs rond 09.30 uur), of dat ze met een bezem rondgaan.
Openbare Ruimte;Ik wil mijn verhuizing online regelen. Nu kan dit via jullie site. Bij deze regeling heb je ook een toestemmingsverklaring van de hoofdbewoner nodig. Op de site is hier een link voor die je naar het formulier zou moeten sturen. Echter deze link werkt niet. Ik heb eerder deze week hier over gebeld. Het zou gelijk worden doorgegeven aan de ICT afdeling en ik zou die dag zelf nog die link kunnen gebruiken. Nu zijn we bijna een week verder en het is nog niet opgelost. Ik hoop dat dit snel verholpen kan worden!;
Openbare Ruimte;kruising amstelveenseweg en vondelpark. als burger vondelpark in of uit fiets dan heeft burger voorrang op het verkeer wat op de amstelveense weg fiets. Daar staan aan beide kanten verdrijvingsvlakken en staan de haaientanden aan de zijkant. <br />Amstelveenseweg is een voorrangsweg. <br />Stadshouderskade is een voorrangsweg. <br />Als burger vanuit het Rijksmuseum naar de nieuwe spiegelstraat fietst of andersom dat moet burger voorrang geven op het verkeer wat op de stadhouderskade fiets ook daar staat verdrijvingsvlakken bij het in en uit fietsen alleen staan de haaientanden aan de voorkant dat geeft aan dat zij het verkeer voorrang moeten geven wat aan het stadshouderskade fiets. Het verkeer wat aan de nieuwe spiegelstraat het rijksmuseum in fietst dat moet midden op de autoweg stilstaan om het fietsverkeer voorrang te geven. er staat overduidelijk aangegeven dat het verkeer wat op het autoverkeer op stadhouderskader rijd, niet linksaf mag de nieuwe spiegelstraat in.9 van de 10 autos doet het;actie ondernemen en hem hiervan op de hoogte houden
Openbare Ruimte;Bij de Kalfjeslaan vlakbij metrohalte Uilenstede worden werkzaamheden verricht. Daartoe is een deel van de Kalfjeslaan afgesloten. De situatie is voor fietsers onduidelijk en gevaarlijk. Een hek met borden lag op de grond en was in het donker niet zichtbaar. Ik ben daar tegenaan gereden met mijn fiets en heb schade.;Ik wil dat de gemeente de situatie op de genoemde plek de duidelijkheid en veiligheid verbeterd. Bijvoorbeeld door betere verlichting van de werkplek. Ik wil ook vergoeding voor reparatie van de onstane schade aan mijn fiets.
Openbare Ruimte;Burger nam telefoon op en hoorde een bandje afspelen (stem van een mevrouw) De stem gaf door dat haar melding openbare ruimte met mora nummer (...burger kon dit niet opnemen) was afgehandeld. <br />Burger vindt dit geen toegevoegde waarde in de communicatie met het stadsdeel. Burger kan het bericht niet herhalen etc. en weet nu niet om welke melding het gaat. Burger kan wel 2 of meer meldingen maken mbt de openbare ruimte. Daarbij weet de burger niet wat er met de melding gaat gebeuren (wel een oplossing<wbr />/geen oplossing) Burger had een extra fietsenrek<wbr />/fietsnietjes voorgesteld omdat in de buurt veel fietsen los staan.;Op een inhoudelijke wijze de burger informeren mbt meldingen openbare ruimte (MORA-melding)
Openbare Ruimte;Zaaknummer ZK14005519 Op 4 december 2014 kreeg ik een bevestiging van de afdeling registratie. Ik heb sindsdien niets gehoord. Twee maanden moet toch genoeg zijn. <br />Mijn telefoonnummer is 020 6971666, mijn e-mail (liever) is t.veenstra311@gmail.com. Noch het nr. 14020 noch het vervangende nummer werkt.;
Openbare Ruimte;Ik had voor vanmiddag (13-02) om 14.45 uur een afspraak voor het aanvragen van nieuwe paspoorten en een nieuwe identiteitskaart. Het maken van een afspraak viel nog niet mee ivm mijn onregelmatige werktijden en de schooltijden van mijn dochter, die ook mee moest.<br />We waren op tijd van huis gegaan, aangezien we best een eind moeten fietsen (ca. een half uur) om bij het Stadsdeelkantoor te komen. <br />Bij aankomst kregen we te horen dat er een storing was en er vandaag geen paspoorten kunnen worden aangevraagd.<br />Storingen kunnen altijd voorkomen. Daar hebben we mee te leven.<br />Wat ik echter onbegrijpelijk vind met alle communicatiemiddelen van tegenwoordig, is dat er niet even gebeld of gemaild wordt om door te geven dat ik niet de moeite hoef te nemen om richting Stadsdeelkantoor te komen.<br />Dat noem ik slechte service!;Pro-actief denken!<br />Service verlenen en dus klanten op de hoogte stellen als er iets verandert in een afspraak.
Openbare Ruimte;Sinds medio augustus 2015 is de wijk Gein III 'nieuwe' bestrating aangelegd. In eerste instantie leek het op te knappen. Maar nu een half jaar verder is de stoep begroeid met alg en spekglad. Het ziet er niet uit. Bij navraag bleek dat de gekozen straattegels, afgekeurd zijn. De straattegels zijn poreus en ongeschikt om te gebruiken.  Toch heeft het stadsdeel hiervoor gekozen. Het is ronduit schandalig. Mocht ik onverhoopt letsel oplopen omdat ik ten val kom door de gladheid vanwege de groene aanslag, zal ik de Gemeente Amsterdam hiervoor verantwoordelijk stellen. <br /><br />Tevens is door het opnieuw asfalteren van het fietspad: Jan Schaeferpad een autoweg geworden. Met name pakketdiensten racen er lustig op los. Maar ook gemeentewagens staan er regelmatig terwijl er geen zichtbare acties zijn, zoals het legen van de prullenbakken.;De bestrating voorzien van deugdelijke en goedgekeurde stoeptegels.
